code,parent_code,name
852.03,852.0,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
488.02,488.0,Influenza due to identified avian influenza virus with other respiratory manifestations
647.43,647.4,"Malaria in the mother, antepartum condition or complication"
641.83,641.8,"Other antepartum hemorrhage, antepartum condition or complication"
V01.0,V01,Contact with or exposure to cholera
V01.5,V01,Contact with or exposure to rabies
V01.3,V01,Contact with or exposure to smallpox
V01.6,V01,Contact with or exposure to venereal diseases
V01.8,V01,Contact with or exposure to other communicable diseases
V01.7,V01,Contact with or exposure to other viral diseases
V01.1,V01,Contact with or exposure to tuberculosis
V01.4,V01,Contact with or exposure to rubella
V01.2,V01,Contact with or exposure to poliomyelitis
V01.9,V01,Contact with or exposure to unspecified communicable disease
806.04,806.0,Closed fracture of C1-C4 level with other specified spinal cord injury
574.30,574.3,"Calculus of bile duct with acute cholecystitis, without mention of obstruction"
305.50,305.5,"Opioid abuse, unspecified"
880.21,880.2,"Open wound of scapular region, with tendon involvement"
E880.9,E880,Accidental fall on or from other stairs or steps
669.71,669.7,"Cesarean delivery, without mention of indication, delivered, with or without mention of antepartum condition"
942.40,942.4,"Deep necrosis of underlying tissues [deep third degree] ) without mention of loss of a body part, of trunk, unspecified site"
422.92,422.9,Septic myocarditis
996.79,996.7,"Other complications due to other internal prosthetic device, implant, and graft"
671.11,671.1,"Varicose veins of vulva and perineum complicating pregnancy and the puerperium, delivered, with or without mention of antepartum condition"
533.41,533.4,"Chronic or unspecified peptic ulcer of unspecified site with hemorrhage, with obstruction"
478.79,478.7,"Other diseases of larynx, not elsewhere classified"
201.51,201.5,"Hodgkin's disease, nodular sclerosis, lymph nodes of head, face, and neck"
929.9,929,Crushing injury of unspecified site
929.0,929,"Crushing injury of multiple sites, not elsewhere classified"
V58,V50-V59.99,Encounter for other and unspecified procedures and aftercare
V55,V50-V59.99,Attention to artificial openings
V51,V50-V59.99,Aftercare involving the use of plastic surgery
V56,V50-V59.99,Encounter for dialysis and dialysis catheter care
V57,V50-V59.99,Care involving use of rehabilitation procedures
V50,V50-V59.99,Elective surgery for purposes other than remedying health states
V52,V50-V59.99,Fitting and adjustment of prosthetic device and implant
V54,V50-V59.99,Other orthopedic aftercare
V53,V50-V59.99,Fitting and adjustment of other device
V59,V50-V59.99,Donors
E827.8,E827,Animal-drawn vehicle accident injuring other specified person
996.62,996.6,"Infection and inflammatory reaction due to other vascular device, implant, and graft"
799.02,799.0,Hypoxemia
372.22,372.2,Contact blepharoconjunctivitis
V36.00,V36.0,"Other multiple birth (three or more), mates liveborn and stillborn, born in hospital, delivered without mention of cesarean section"
E007.6,E007,Activities involving basketball
V85.32,V85.3,"Body Mass Index 32.0-32.9, adult"
815.10,815.1,"Open fracture of metacarpal bone(s), site unspecified"
249.71,249.7,"Secondary diabetes mellitus with peripheral circulatory disorders, uncontrolled"
066.49,066.4,West Nile Fever with other complications
453.89,453.8,Acute venous embolism and thrombosis of other specified veins
V15.06,V15.0,Allergy to insects and arachnids
787.22,787.2,"Dysphagia, oropharyngeal phase"
379.3,379,Aphakia and other disorders of lens
379.5,379,Nystagmus and other irregular eye movements
379.4,379,Anomalies of pupillary function
379.1,379,Other disorders of sclera
379.9,379,Unspecified disorder of eye and adnexa
379.2,379,Disorders of vitreous body
379.0,379,Scleritis and episcleritis
379.8,379,Other specified disorders of eye and adnexa
379.6,379,Inflammation (infection) of postprocedural bleb
877.1,877,"Open wound of buttock, complicated"
877.0,877,"Open wound of buttock, without mention of complication"
755.29,755.2,"Longitudinal deficiency, phalanges, complete or partial"
736.06,736.0,Claw hand (acquired)
E811,E810-E819.9,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle
310.81,310.8,Pseudobulbar affect
851.96,851.9,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with loss of consciousness of unspecified duration"
E834.7,E834,"Other fall from one level to another in water transport, occupant of military watercraft, any type"
V87-V87.99,V01-V91.99,OTHER SPECIFIED PERSONAL EXPOSURES AND HISTORY PRESENTING HAZARDS TO HEALTH
528.71,528.7,Minimal keratinized residual ridge mucosa
011.25,011.2,"Tuberculosis of lung with cavitation, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
800.41,800.4,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with no loss of consciousness"
201.27,201.2,"Hodgkin's sarcoma, spleen"
808.59,808.5,Open fracture of other specified part of pelvis
558.41,558.4,Eosinophilic gastroenteritis
098.49,098.4,Other gonococcal infection of eye
599.82,599.8,Intrinsic (urethral) sphincter deficiency [ISD]
523.1,523,Chronic gingivitis
523.8,523,Other specified periodontal diseases
523.0,523,Acute gingivitis
523.6,523,Accretions on teeth
523.4,523,Chronic periodontitis
523.5,523,Periodontosis
523.3,523,Aggressive and acute periodontitis
523.9,523,Unspecified gingival and periodontal disease
523.2,523,Gingival recession
362.14,362.1,Retinal microaneurysms NOS
173.81,173.8,Basal cell carcinoma of other specified sites of skin
378.40,378.4,"Heterophoria, unspecified"
900.01,900.0,Injury to common carotid artery
904.50,904.5,"Injury to tibial vessel(s), unspecified"
011.75,011.7,"Tuberculous pneumothorax, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
961.9,961,Poisoning by other and unspecified anti-infectives
961.8,961,Poisoning by other antimycobacterial drugs
961.3,961,Poisoning by quinoline and hydroxyquinoline derivatives
961.0,961,Poisoning by sulfonamides
961.5,961,Poisoning by other antiprotozoal drugs
961.4,961,Poisoning by antimalarials and drugs acting on other blood protozoa
961.6,961,Poisoning by anthelmintics
961.1,961,Poisoning by arsenical anti-infectives
961.2,961,Poisoning by heavy metal anti-infectives
961.7,961,Poisoning by antiviral drugs
V85.54,V85.5,"Body Mass Index, pediatric, greater than or equal to 95th percentile for age"
807.01,807.0,Closed fracture of one rib
017.22,017.2,"Tuberculosis of peripheral lymph nodes, bacteriological or histological examination unknown (at present)"
372.31,372.3,Rosacea conjunctivitis
831,830-839.99,Dislocation of shoulder
833,830-839.99,Dislocation of wrist
839,830-839.99,"Other, multiple, and ill-defined dislocations"
837,830-839.99,Dislocation of ankle
832,830-839.99,Dislocation of elbow
830,830-839.99,Dislocation of jaw
835,830-839.99,Dislocation of hip
834,830-839.99,Dislocation of finger
836,830-839.99,Dislocation of knee
838,830-839.99,Dislocation of foot
945.06,945.0,Burn of unspecified degree of thigh [any part]
813.92,813.9,Open fracture of unspecified part of ulna (alone)
054.73,054.7,Herpes simplex otitis externa
664.34,664.3,"Fourth-degree perineal laceration, postpartum condition or complication"
863.31,863.3,"Injury to duodenum, with open wound into cavity"
433.81,433.8,Occlusion and stenosis of other specified precerebral artery with cerebral infarction
364.73,364.7,Goniosynechiae
524.06,524.0,"Major anomalies of jaw size, microgenia"
E810.9,E810,Motor vehicle traffic accident involving collision with train injuring unspecified person
618.89,618.8,Other specified genital prolapse
E905.8,E905,Poisoning and toxic reactions caused by other specified animals and plants
207.80,207.8,"Other specified leukemia, without mention of having achieved remission"
780.31,780.3,"Febrile convulsions (simple), unspecified"
366.17,366.1,Total or mature cataract
173.11,173.1,"Basal cell carcinoma of eyelid, including canthus"
654.42,654.4,"Other abnormalities in shape or position of gravid uterus and of neighboring structures, delivered, with mention of postpartum complication"
E946.4,E946,"Keratolytics, keratoplastics, other hair treatment drugs and preparations causing adverse effects in therapeutic use"
728.11,728.1,Progressive myositis ossificans
282.46,282.4,Thalassemia minor
381.3,381,Other and unspecified chronic nonsuppurative otitis media
381.7,381,Patulous Eustachian tube
381.2,381,Chronic mucoid otitis media
381.0,381,Acute nonsuppurative otitis media
381.6,381,Obstruction of Eustachian tube
381.1,381,Chronic serous otitis media
381.4,381,"Nonsuppurative otitis media, not specified as acute or chronic"
381.9,381,Unspecified Eustachian tube disorder
381.5,381,Eustachian salpingitis
381.8,381,Other disorders of Eustachian tube
276.52,276.5,Hypovolemia
V54.14,V54.1,"Aftercare for healing traumatic fracture of leg, unspecified"
998.59,998.5,Other postoperative infection
098.35,098.3,"Gonococcal cervicitis, chronic"
800.71,800.7,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness"
719.64,719.6,"Other symptoms referable to joint, hand"
658,650-659.99,Other problems associated with amniotic cavity and membranes
654,650-659.99,"Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium"
656,650-659.99,Other known or suspected fetal and placental problems affecting management of mother
659,650-659.99,"Other indications for care or intervention related to labor and delivery, not elsewhere classified"
652,650-659.99,Malposition and malpresentation of fetus
655,650-659.99,Known or suspected fetal abnormality affecting management of mother
650,650-659.99,Normal delivery
651,650-659.99,Multiple gestation
653,650-659.99,"Disproportion in pregnancy, labor, and delivery"
657,650-659.99,Polyhydramnios
941.36,941.3,"Full-thickness skin loss [third degree, not otherwise specified] of scalp [any part]"
364.05,364.0,Hypopyon
747.69,747.6,Anomalies of other specified sites of peripheral vascular system
800.65,800.6,"Open fracture of vault of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
756.59,756.5,Other osteodystrophies
944.03,944.0,"Burn of unspecified degree of two or more digits of hand, not including thumb"
719.43,719.4,"Pain in joint, forearm"
V37.01,V37.0,"Other multiple birth (three or more), unspecified whether mates liveborn or stillborn, born in hospital, delivered by cesarean section"
813.14,813.1,Other and unspecified open fractures of proximal end of ulna (alone)
804.09,804.0,"Closed fractures involving skull of face with other bones, without mention of intracranial injury, with concussion, unspecified"
719.98,719.9,"Unspecified disorder of joint, other specified sites"
712.23,712.2,"Chondrocalcinosis, due to pyrophosphate crystals, forearm"
722.90,722.9,"Other and unspecified disc disorder, unspecified region"
E816.5,E816,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring rider of animal; occupant of animal-drawn vehicle"
743.39,743.3,Other congenital cataract and lens anomalies
712.31,712.3,"Chondrocalcinosis, unspecified, shoulder region"
E960-E969.9,E000-E999.9,HOMICIDE AND INJURY PURPOSELY INFLICTED BY OTHER PERSONS
058.81,058.8,Human herpesvirus 6 infection
945.10,945.1,"Erythema [first degree] of lower limb [leg], unspecified site"
952.10,952.1,T1-T6 level with unspecified spinal cord injury
250.40,250.4,"Diabetes with renal manifestations, type II or unspecified type, not stated as uncontrolled"
V76.42,V76.4,Screening for malignant neoplasms of oral cavity
E832,E830-E838.9,Other accidental submersion or drowning in water transport accident
E850.3,E850,Accidental poisoning by salicylates
296.10,296.1,"Manic affective disorder, recurrent episode, unspecified"
652.90,652.9,"Unspecified malposition or malpresentation, unspecified as to episode of care or not applicable"
209.23,209.2,Malignant carcinoid tumor of the stomach
923.00,923.0,Contusion of shoulder region
